School Name,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Total Race/Ethnicity,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio
JAMES WORKMAN MIDDLE,Palm Springs Unified,629550,6065,6,79,1027,34,162,1,22,,53.9,24.69
JAMESTOWN ELEMENTARY,Jamestown Elementary,618690,6109,9,5,84,1,183,,16,,13.98,21.32
JAMISON (DONALD C.) HIGH (CONTINUATION),Lemoore Union High,621400,6031,11,0,54,8,11,0,2,,6.6,13.03
JAMUL INTERMEDIATE,Jamul-Dulzura Union Elementary,618730,6073,,3,67,1,45,,4,,4,30
JAMUL PRIMARY,Jamul-Dulzura Union Elementary,618730,6073,1,2,143,2,91,,11,,12,20.83
JAN WORK COMMUNITY,Mono County Office of Education,691052,6051,0,0,13,0,2,0,0,,1,15
JANE ADDAMS CONTINUATION,Los Angeles Unified,622710,6037,,2,102,6,4,,,,6,19
JANE ADDAMS MIDDLE,Lawndale Elementary,621210,6037,,26,758,69,37,6,15,,39.01,23.35
JANE FREDERICK HIGH,Stockton Unified,638010,6077,13,8,162,40,19,0,0,,10.33,23.43
JANE LATHROP STANFORD MIDDLE,Palo Alto Unified,629610,6085,,530,123,14,443,13,80,,72.24,16.65
JANESVILLE ELEMENTARY,Janesville Union Elementary,618780,6035,7,3,38,1,280,,14,,16,21.44
JANIE P. ABBOTT ELEMENTARY,Lynwood Unified,623160,6037,,1,664,17,11,1,1,,26,26.73
JARDIN DE LA INFANCIA,Los Angeles County Office of Education,691078,6037,,,37,,,,,,2,18.5
JARVIS CAMP,Los Angeles County Office of Education,691078,6037,1,0,43,13,1,1,0,,5.11,11.55
JASPER ELEMENTARY,Alta Loma Elementary,602160,6071,2,10,239,19,197,3,14,,20.08,24.1
JEAN CALLISON ELEMENTARY,Vacaville Unified,640590,6095,2,33,254,34,306,6,102,,27.1,27.2
JEANE THORMAN ELEMENTARY,Tustin Unified,640150,6059,1,14,535,4,10,4,1,,20,28.45
JEANNE R. MEADOWS ELEMENTARY,Franklin-McKinley Elementary,614370,6085,,164,349,8,1,1,10,,23,23.17
JEFFERSON,Jefferson Elementary,618840,6077,,65,170,14,149,4,23,,19.1,22.25
JEFFERSON,Natomas Unified,600036,6067,2,37,240,94,42,3,58,,20,23.8
JEFFERSON,Hawthorne,616680,6037,2,18,394,90,29,13,10,,24,23.17
JEFFERSON (THOMAS) ELEMENTARY,Anaheim Elementary,602610,6059,,20,570,4,17,,6,,26,23.73
JEFFERSON CHARTER ACADEMY,Hanford Elementary,616470,6031,1,4,315,8,97,,11,,16,27.25
JEFFERSON ELEMENTARY,Sanger Unified,635250,6019,,1,399,2,12,,7,,16.5,25.52
JEFFERSON ELEMENTARY,Kings Canyon Joint Unified,619700,6019,,2,401,,6,,4,,16,25.81
JEFFERSON ELEMENTARY,Compton Unified,609620,6037,2,,738,45,3,5,7,,30.5,26.23
JEFFERSON ELEMENTARY,Redondo Beach Unified,600032,6037,1,82,91,10,354,,100,,25,25.52
JEFFERSON ELEMENTARY,Lennox,621420,6037,,4,831,6,3,2,37,,40,22.08
JEFFERSON ELEMENTARY,Bakersfield City,603630,6029,2,,441,45,28,,7,,24,21.79
JEFFERSON ELEMENTARY,Fresno Unified,614550,6019,3,27,397,15,6,,5,,20,22.65
JEFFERSON ELEMENTARY,Clovis Unified,609030,6019,4,56,296,7,215,2,22,,21.5,28
JEFFERSON ELEMENTARY,Taft City,638700,6029,,,179,,43,,4,,8,28.25
JEFFERSON ELEMENTARY,Calexico Unified,606900,6025,,1,736,,3,,,,30,24.67
JEFFERSON ELEMENTARY,Santa Ana Unified,635310,6059,2,41,674,5,18,1,12,,34,22.15
JEFFERSON ELEMENTARY,Pasadena Unified,629940,6037,,13,344,22,17,,1,,16.5,24.06
JEFFERSON ELEMENTARY,Paramount Unified,629850,6037,,10,372,31,3,,7,,19,22.26
JEFFERSON ELEMENTARY,Riverside Unified,633150,6065,1,11,835,52,93,4,19,,41,24.76
JEFFERSON ELEMENTARY,Corona-Norco Unified,609850,6065,5,3,718,2,10,3,1,,29,25.59
JEFFERSON ELEMENTARY,Carlsbad Unified,607500,6073,1,4,274,1,142,1,27,,17.5,25.71
JEFFERSON ELEMENTARY,San Diego Unified,634320,6073,,10,233,46,44,1,33,,14.8,24.8
JEFFERSON ELEMENTARY,Berkeley Unified,604740,6001,1,39,70,43,176,1,77,,18.6,21.88
JEFFERSON ELEMENTARY,San Leandro Unified,634680,6001,2,72,391,90,28,6,25,,23.4,26.24
JEFFERSON ELEMENTARY,San Francisco Unified,634410,6075,,241,45,4,145,,77,,22,23.27
JEFFERSON ELEMENTARY,Cloverdale Unified,608970,6097,21,8,302,4,216,,13,,24,23.5
JEFFERSON ELEMENTARY,Dinuba Unified,600065,6107,,16,682,2,10,2,,,25.71,27.69
JEFFERSON ELEMENTARY,Jefferson Elementary,618810,6069,0,0,6,0,6,0,0,,1,12
JEFFERSON ELEMENTARY,Lindsay Unified,621870,6107,1,6,450,2,10,,1,,19,24.74
JEFFERSON HIGH,Jefferson Union High,618930,6081,1,515,441,43,41,16,50,,50.05,22.12
JEFFERSON HIGH (CONTINUATION),Siskiyou Union High,636940,6093,2,0,2,2,15,0,2,,2.78,8.27
JEFFERSON LEADERSHIP ACADEMIES,Long Beach Unified,622500,6037,1,98,793,174,33,2,22,,38.75,28.98
JEFFERSON MIDDLE,San Gabriel Unified,634425,6037,,652,436,15,67,,37,,52.96,22.79
JEFFERSON MIDDLE,Torrance Unified,639420,6037,1,229,155,19,180,2,67,,25.77,25.34
JEFFERSON MIDDLE,Oceanside Unified,628250,6073,,21,554,19,39,4,11,,27.31,23.73
JEFFREY TRAIL MIDDLE,Irvine Unified,684500,6059,1,707,79,18,209,3,51,,39.43,27.09
JELLICK ELEMENTARY,Rowland Unified,633750,6037,,82,281,5,9,1,11,,16.5,23.58
JENNY LIND ELEMENTARY,Calaveras Unified,606870,6009,4,4,119,3,373,,16,,18,28.83
JENNY OROPEZA ELEMENTARY,Long Beach Unified,622500,6037,,41,632,102,12,4,28,,33,24.82
JENSEN RANCH ELEMENTARY,Castro Valley Unified,607800,6001,,222,44,16,96,,47,,15.6,27.24
JERABEK ELEMENTARY,San Diego Unified,634320,6073,,75,67,3,426,,73,,24.6,26.18
JERRY D. HOLLAND MIDDLE,Baldwin Park Unified,603690,6037,,32,430,2,5,,,,25.66,18.28
JERRY VOORHIS ELEMENTARY,Mountain View Elementary,626190,6037,,22,430,6,,,,,19,24.11
JERSEY AVENUE ELEMENTARY,Little Lake City Elementary,621930,6037,,6,456,4,13,1,2,,19,25.37
JESSE G. SANCHEZ ELEMENTARY,Alisal Union,601950,6053,,,840,,2,,1,,33,25.55
JESSE M. BETHEL HIGH,Vallejo City Unified,640740,6095,6,464,439,477,111,43,63,,69.37,23.11
JESSIE BAKER,Elk Grove Unified,612330,6067,2,26,57,31,42,4,4,,14,11.86
JESSIE HAYDEN ELEMENTARY,Westminster,642150,6059,3,518,237,3,31,,14,,33,24.42
JESSIE NELSON ACADEMY,Long Beach Unified,622500,6037,,167,471,105,13,11,18,,30.5,25.74
JEWEL CITY COMMUNITY DAY,Glendale Unified,615240,6037,0,0,1,0,1,0,0,,1,2
JILL KINMONT BOOTHE,Inyo County Office of Education,691011,6027,1,0,1,0,1,0,0,,1,3
JIM MAPLES ACADEMY,Burton Elementary,606570,6107,5,32,323,5,76,,4,,17,26.18
JIM THORPE FUNDAMENTAL,Santa Ana Unified,635310,6059,1,78,889,4,19,1,15,,35,28.77
JIM?NEZ ROBERTO AND DR. FRANCISCO ELEMENTARY,Santa Maria-Bonita,605580,6083,,32,767,9,50,,3,,36,23.92
JOAN MACQUEEN MIDDLE,Alpine Union Elementary,602100,6073,33,18,119,18,357,4,7,,25,22.24
JOAQUIN MILLER CAREER AND TRANSITION CENTER,Los Angeles Unified,622710,6037,0,20,158,15,60,1,3,,26,9.88
JOAQUIN MILLER ELEMENTARY,Burbank Unified,606450,6037,,58,140,14,518,2,44,,30.5,25.44
JOAQUIN MILLER ELEMENTARY,Oakland Unified,628050,6001,2,61,76,68,179,9,41,,18,24.22
JOAQUIN MILLER MIDDLE,Cupertino Union,610290,6085,1,1149,23,8,102,2,24,,55.5,23.59
JOAQUIN MORAGA INTERMEDIATE,Moraga Elementary,625740,6013,,145,62,3,403,,83,,31.83,21.87
JOE BACA,Colton Joint Unified,609390,6071,,15,814,28,35,2,1,,40.01,22.37
JOE HAMILTON ELEMENTARY,Del Norte County Unified,610770,6015,49,27,65,,171,1,21,,15,22.27
JOE HENDERSON ELEMENTARY,Benicia Unified,604620,6095,,64,67,38,272,1,80,,21,24.86
JOE MICHELL,Livermore Valley Joint Unified,622110,6001,2,56,241,11,353,5,69,,33.76,21.83
JOE NIGHTINGALE ELEMENTARY,Orcutt Union Elementary,628710,6083,4,15,437,5,245,,49,,29,26.03
JOE SERNA JR. CHARTER,Lodi Unified,622230,6077,2,9,279,3,47,1,7,,15.89,21.9
JOE STEFANI,Merced City Elementary,624600,6047,1,122,331,26,61,,31,,20,28.6
JOE WALKER MIDDLE,Westside Union Elementary,642120,6037,,49,378,94,370,1,30,,35.92,25.67
JOEL J. HIDAHL ELEMENTARY,Ceres Unified,608130,6099,4,26,375,8,60,7,1,,20,24.05
JOHANNA BOSS HIGH,California Education Authority (CEA) Headquarters,601422,6077,1,2,66,39,10,,,,26.7,4.42
JOHANNA ECHOLS-HANSEN HIGH (CONTINUATION),Cloverdale Unified,608970,6097,0,0,6,0,3,0,1,,1,10
JOHN A. OTIS ELEMENTARY,National Elementary,626670,6073,1,32,396,9,14,1,3,,19,24
JOHN A. ROWLAND HIGH,Rowland Unified,633750,6037,3,1155,877,29,81,12,31,,80.56,27.16
JOHN A. SUTTER MIDDLE,Los Angeles Unified,622710,6037,2,62,675,27,26,2,9,,42,19.12
JOHN ADAMS ACADEMY,Loomis Union Elementary,622560,6061,6,70,226,14,906,1,70,,59.18,21.85
JOHN ADAMS ELEMENTARY,Torrance Unified,639420,6037,,78,174,9,124,3,40,,16,26.75
JOHN ADAMS ELEMENTARY,Madera Unified,623340,6039,8,10,650,14,116,,22,,29,28.28
JOHN ADAMS ELEMENTARY,Corona-Norco Unified,609850,6065,3,19,599,22,61,2,,,27,26.15
JOHN ADAMS MIDDLE,Santa Monica-Malibu Unified,635700,6037,6,45,511,96,347,4,56,,49.02,21.73
JOHN ADAMS MIDDLE,Los Angeles Unified,622710,6037,1,2,798,17,11,,6,,38.5,21.69
JOHN AND JACQUELYN MILLER ELEMENTARY,Lancaster Elementary,620880,6037,1,37,335,139,140,2,29,,25,27.32
JOHN B. ALLARD,Stanislaus County Office of Education,691041,6099,3,1,92,6,22,,,,9,13.78
JOHN B. MONLUX ELEMENTARY,Los Angeles Unified,622710,6037,2,25,253,20,395,1,11,,28,25.25
JOHN B. RIEBLI ELEMENTARY,Mark West Union Elementary,624000,6097,7,9,76,1,341,5,31,,21,22.38
JOHN BALDWIN ELEMENTARY,San Ramon Valley Unified,635130,6013,,59,62,3,407,,54,,22,26.59
JOHN BARRETT MIDDLE,San Juan Unified,634620,6067,6,33,115,48,407,1,25,,30,21.17
JOHN BIDWELL ELEMENTARY,Sacramento City Unified,633840,6067,2,49,177,95,13,7,11,,13.8,25.65
JOHN BLACOW ELEMENTARY,Fremont Unified,614400,6001,3,127,232,9,45,3,16,,21,20.71
JOHN BURROUGHS MIDDLE,Los Angeles Unified,622710,6037,5,538,931,178,111,3,20,,67,26.66
JOHN C MARTINEZ ELEMENTARY,Parlier Unified,629910,6019,,1,496,,2,,,,18,27.72
JOHN C. FREMONT ELEMENTARY,Corcoran Joint Unified,609690,6031,,6,507,18,26,,1,,25,22.32
JOHN C. FREMONT ELEMENTARY,Glendale Unified,615240,6037,,106,133,4,403,,24,,25,26.8
JOHN C. FREMONT ELEMENTARY,Stockton Unified,638010,6077,15,32,766,18,42,4,12,,27.82,31.96
JOHN C. FREMONT ELEMENTARY,Merced City Elementary,624600,6047,1,27,380,35,92,,29,,22.5,25.07
JOHN C. FREMONT SENIOR HIGH,Los Angeles Unified,622710,6037,3,3,1819,156,4,,5,,97,20.52
JOHN C. KIMBALL HIGH,Tracy Joint Unified,600047,6077,6,384,505,128,408,15,65,,60.16,25.12
JOHN CABRILLO ELEMENTARY,Sacramento City Unified,633840,6067,1,17,178,91,38,13,34,,15.6,23.85
JOHN D. SLOAT ELEMENTARY,Sacramento City Unified,633840,6067,3,46,122,50,12,2,16,,11.4,22.02
JOHN DOLLAND ELEMENTARY,Norwalk-La Mirada Unified,627690,6037,,19,493,20,11,1,4,,21,26.1
JOHN E. STEINBECK ELEMENTARY,Alisal Union,601950,6053,1,21,541,10,34,8,64,,27,25.15
JOHN EHRHARDT ELEMENTARY,Elk Grove Unified,612330,6067,8,185,258,109,215,14,92,,35,25.17
JOHN F. CRUIKSHANK JR.,San Joaquin County Office of Education,691031,6077,0,2,69,35,8,1,6,,7.15,16.92
JOHN F. KENNEDY ELEMENTARY,Dinuba Unified,600065,6107,4,18,516,,15,,,,22,25.14
JOHN F. KENNEDY ELEMENTARY,Newark Unified,627060,6001,,72,141,10,97,5,45,,10.5,35.24
JOHN F. KENNEDY ELEMENTARY,Jefferson Elementary,618870,6081,,148,217,4,15,5,17,,18.8,21.6
JOHN F. KENNEDY ELEMENTARY,Santa Ana Unified,635310,6059,2,4,747,1,1,,1,,26,29.08
JOHN F. KENNEDY ELEMENTARY,Desert Sands Unified,611110,6065,2,4,472,8,15,,14,,21,24.52
JOHN F. KENNEDY ELEMENTARY,Riverside Unified,633150,6065,1,136,428,69,408,5,47,,41,26.68
JOHN F. KENNEDY HIGH,Anaheim Union High,602630,6059,7,847,963,95,435,9,101,,84.03,29.24
JOHN F. KENNEDY HIGH,Los Angeles Unified,622710,6037,7,114,1738,60,199,5,10,,96.01,22.22
JOHN F. KENNEDY HIGH,Corona-Norco Unified,609850,6065,2,109,284,35,195,2,12,,22.25,28.72
JOHN F. KENNEDY HIGH,West Contra Costa Unified,632550,6013,,59,579,235,20,9,13,,43.92,20.83
JOHN F. KENNEDY HIGH,Fremont Unified,614400,6001,7,482,465,67,308,23,33,,63.71,21.74
JOHN F. KENNEDY HIGH,Sacramento City Unified,633840,6067,17,664,686,427,250,42,144,,95.35,23.39
JOHN F. KENNEDY JUNIOR HIGH,Hanford Elementary,616470,6031,1,2,431,33,82,1,10,,24.68,22.69
JOHN F. KENNEDY MIDDLE,Redwood City Elementary,632130,6081,1,18,488,12,114,14,22,,36.86,18.15
JOHN F. KENNEDY MIDDLE,Cupertino Union,610290,6085,2,1159,29,5,185,1,33,,59.1,23.93
JOHN F. LAND,Westminster,642150,6059,,,,,,,,,,
JOHN FINNEY HIGH (CONTINUATION),Vallejo City Unified,640740,6095,1,12,93,66,17,2,2,,11.1,17.39
JOHN FOSTER DULLES ELEMENTARY,Norwalk-La Mirada Unified,627690,6037,1,13,178,7,54,,1,,8.25,30.79
JOHN FREMONT ELEMENTARY,Modesto City Elementary,625130,6099,5,6,269,26,210,4,71,,27.45,21.53
JOHN G. MATTOS ELEMENTARY,Fremont Unified,614400,6001,3,342,110,16,131,4,24,,25.5,24.71
JOHN GILL ELEMENTARY,Redwood City Elementary,632130,6081,,25,214,4,29,11,20,,14,21.64
JOHN GLENN MIDDLE SCHOOL OF INTERNATIONAL STUDIES,Desert Sands Unified,611110,6065,4,68,920,20,341,2,37,,52.17,26.68
JOHN GOMES ELEMENTARY,Fremont Unified,614400,6001,1,648,31,3,49,2,22,,32,23.63
JOHN GREEN ELEMENTARY,Dublin Unified,600019,6001,,616,47,14,128,2,70,,35.7,24.57
JOHN H. EADER ELEMENTARY,Huntington Beach City Elementary,618030,6059,,38,80,2,420,,34,,20,28.7
JOHN H. FRANCIS POLYTECHNIC,Los Angeles Unified,622710,6037,3,113,2566,31,81,6,6,,126.49,22.18
JOHN H. GLENN HIGH,Norwalk-La Mirada Unified,627690,6037,1,49,1217,27,30,5,17,,61.33,21.95
JOHN H. LIECHTY MIDDLE,Los Angeles Unified,622710,6037,2,12,939,16,14,,,,45.5,21.6
JOHN H. NUFFER ELEMENTARY,Norwalk-La Mirada Unified,627690,6037,,16,287,12,4,5,4,,14,23.43
JOHN H. PITMAN HIGH,Turlock Unified,600158,6099,16,185,1102,48,755,23,39,,95.3,22.75
JOHN H. STILL,Sacramento City Unified,633840,6067,6,329,301,208,31,53,44,,38,25.58
JOHN HENRY HIGH,West Contra Costa Unified,632550,6013,0,3,191,5,3,0,0,,11,18.36
JOHN HOPE CONTINUATION,Los Angeles Unified,622710,6037,,,53,19,2,,,,4,18.5
JOHN J. CAIRNS CONTINUATION,Lindsay Unified,621870,6107,0,1,95,0,7,0,0,,4.1,25.12
JOHN J. DOYLE ELEMENTARY,Porterville Unified,600064,6107,3,12,621,,35,3,8,,27,25.26
JOHN J. MONTGOMERY ELEMENTARY,Evergreen Elementary,613140,6085,2,238,232,5,12,3,19,,17,30.06
JOHN J. PERSHING ELEMENTARY,Madera Unified,623340,6039,5,13,782,21,26,,6,,32.5,26.25
JOHN KELLEY ELEMENTARY,Coachella Valley Unified,609070,6065,1,,569,,,,9,,33.15,17.47
JOHN L. GOLDEN ELEMENTARY,Etiwanda Elementary,612960,6071,4,293,261,56,241,3,22,,33,26.67
JOHN L. PRUEITT ELEMENTARY,Wasco Union Elementary,641400,6029,2,11,761,16,48,,1,,37.25,22.52
JOHN M. HORNER JUNIOR HIGH,Fremont Unified,614400,6001,4,898,114,22,121,6,34,,49.65,24.15
JOHN MALCOM ELEMENTARY,Capistrano Unified,607440,6059,1,20,72,2,496,,69,,22,30
JOHN MARSHALL ELEMENTARY,Garden Grove Unified,614880,6059,,155,228,1,15,1,5,,17,23.82
JOHN MARSHALL ELEMENTARY,Stockton Unified,638010,6077,8,115,297,99,16,4,21,,19.83,28.24
JOHN MARSHALL ELEMENTARY,Glendale Unified,615240,6037,,51,101,7,326,1,4,,21,23.33
JOHN MARSHALL SENIOR HIGH,Los Angeles Unified,622710,6037,4,545,1386,40,348,10,27,,91.5,25.79
JOHN MCCANDLESS CHARTER,Lincoln Unified,621690,6077,2,38,138,29,100,2,15,,13,24.92
JOHN MORSE THERAPEUTIC CENTER,Sacramento City Unified,633840,6067,2,1,15,19,15,,4,,6.5,8.62
JOHN MUIR CHARTER,Nevada County Office of Education,691023,6057,11,17,653,187,128,5,90,,69.61,15.67
JOHN MUIR ELEMENTARY,Lodi Unified,622230,6077,4,219,201,45,100,2,58,,27,23.3
JOHN MUIR ELEMENTARY,Cupertino Union,610290,6085,,296,24,6,42,1,21,,16.45,23.71
JOHN MUIR ELEMENTARY,Berkeley Unified,604740,6001,,28,55,62,111,1,45,,14.7,20.54
JOHN MUIR ELEMENTARY,San Bruno Park Elementary,634230,6081,1,90,74,14,117,7,27,,13,25.38
JOHN MUIR ELEMENTARY,Martinez Unified,624030,6013,,13,144,14,178,,62,,20,20.55
JOHN MUIR ELEMENTARY,Glendale Unified,615240,6037,2,91,322,14,462,1,12,,35,25.83
JOHN MUIR ELEMENTARY,Santa Monica-Malibu Unified,635700,6037,1,7,112,44,101,1,18,,14,20.29
JOHN MUIR ELEMENTARY,Modesto City Elementary,625130,6099,1,10,318,16,125,8,42,,23,22.61
JOHN MUIR ELEMENTARY,Merced City Elementary,624600,6047,1,42,401,72,87,1,17,,24,25.88
JOHN MUIR FUNDAMENTAL ELEMENTARY,Santa Ana Unified,635310,6059,2,23,945,2,14,1,5,,37,26.81
JOHN MUIR HIGH,Pasadena Unified,629940,6037,1,14,628,219,18,,17,,49.81,18.01
JOHN MUIR LANGUAGE ACADEMY,San Diego Unified,634320,6073,,7,152,19,84,2,20,,12.2,23.28
JOHN MUIR MIDDLE,San Leandro Unified,634680,6001,2,339,426,92,63,16,32,,45.5,21.32
JOHN MUIR MIDDLE,San Jose Unified,634590,6085,8,166,555,56,261,6,63,,57.63,19.35
JOHN MUIR MIDDLE,Los Angeles Unified,622710,6037,4,6,760,143,15,,11,,42.5,22.09
JOHN MUIR MIDDLE,Corcoran Joint Unified,609690,6031,,4,670,24,51,,1,,34.36,21.83
JOHN MUIR MIDDLE,Burbank Unified,606450,6037,,155,296,35,872,3,38,,57.15,24.48
JOHN MURDY ELEMENTARY,Garden Grove Unified,614880,6059,,324,55,3,12,4,25,,17,24.88
JOHN O. TYNES ELEMENTARY,Placentia-Yorba Linda Unified,630660,6059,1,123,615,7,114,1,14,,32,27.34
JOHN R. PETERSON ELEMENTARY,Huntington Beach City Elementary,618030,6059,2,74,139,5,384,2,71,,23,29.43
JOHN R. WILLIAMS,Lincoln Unified,621690,6077,4,92,334,95,99,7,22,,24.4,26.76
JOHN R. WOODEN HIGH,Los Angeles Unified,622710,6037,,,100,3,3,1,,,6,17.83
JOHN REED PRIMARY,Cotati-Rohnert Park Unified,609940,6097,,6,205,3,39,2,6,,13,20.08
JOHN REITH ELEMENTARY,Elk Grove Unified,612330,6067,4,166,165,112,44,17,44,,21.8,25.32
JOHN S. WASH ELEMENTARY,Sanger Unified,635250,6019,3,98,249,10,95,,148,,25,24.12
JOHN SINNOTT ELEMENTARY,Milpitas Unified,624500,6085,1,589,88,7,51,6,32,,30.92,25.03
JOHN STALLINGS ELEMENTARY,Corona-Norco Unified,609850,6065,2,21,457,41,69,11,9,,24,25.42
JOHN STEINBECK ELEMENTARY,Central Unified,607970,6019,10,100,448,124,75,2,6,,29.5,25.93
JOHN SUTTER MIDDLE,Fowler Unified,614250,6019,1,60,493,6,61,,4,,23.42,26.69
JOHN SWETT ELEMENTARY,Martinez Unified,624030,6013,,23,128,7,304,3,63,,24.95,21.16
JOHN SWETT HIGH,John Swett Unified,618990,6013,2,132,163,98,107,4,52,,26.69,20.91
JOHN VIERRA HIGH,Bret Harte Union High,605940,6009,,,3,,19,,1,,0.72,31.94
JOHN W. MACK ELEMENTARY,Los Angeles Unified,622710,6037,,3,319,74,23,,2,,21,20.05
JOHN W. NORTH HIGH,Riverside Unified,633150,6065,5,97,1633,254,213,7,50,,96.06,23.52
JOHNNIE COCHRAN JR. MIDDLE,Los Angeles Unified,622710,6037,1,8,574,125,9,,3,,38.01,18.94
JOHNSON ELEMENTARY,San Diego Unified,634320,6073,,13,184,143,1,3,27,,15,24.73
JOHNSON ELEMENTARY,Cajon Valley Union,606810,6073,1,24,298,87,203,4,6,,25.2,24.72
JOHNSON MIDDLE,Westminster,642150,6059,2,236,457,4,60,7,10,,33,23.52
JOHNSON PARK ELEMENTARY,Marysville Joint Unified,624090,6115,2,26,212,13,93,1,12,,12.8,28.05
JOHNSTON COOPER ELEMENTARY,Vallejo City Unified,640740,6095,4,68,168,190,15,6,59,,18,28.33
JOHNSTONVILLE ELEMENTARY,Johnstonville Elementary,619050,6035,2,1,31,,159,,13,,10.3,20
JOLI ANN LEICHTAG ELEMENTARY,San Marcos Unified,634880,6073,,21,641,17,127,4,2,,32,25.38
JONAS E. SALK,Magnolia Elementary,623430,6059,3,116,569,18,81,12,5,,31,25.94
JONAS SALK ELEMENTARY,San Diego Unified,634320,6073,1,278,121,22,82,3,81,,21.8,26.97
JONATA MIDDLE,Buellton Union Elementary,606330,6083,3,5,98,1,103,,11,,12.34,17.91
JONES ELEMENTARY,San Diego Unified,634320,6073,1,45,87,23,96,1,48,,12,25.08
JORDAN (JUNE) SCHOOL FOR EQUITY,San Francisco Unified,634410,6075,1,27,148,46,6,3,11,,22.5,10.76
JORDAN ELEMENTARY,Orange Unified,628650,6059,,4,418,,8,,1,,20.1,21.44
JORDAN ELEMENTARY,Lowell Joint,623010,6037,,10,278,2,70,1,16,,14,26.93
JORDAN HIGH,Long Beach Unified,622500,6037,5,149,2169,519,48,84,29,,126.9,23.66
JORDAN SECONDARY LEARNING CENTER,Garden Grove Unified,614880,6059,0,36,39,1,14,0,1,,7,13
JOSE SEPULVEDA ELEMENTARY,Santa Ana Unified,635310,6059,,7,408,,,,1,,18,23.11
JOSEPH A. GASCON ELEMENTARY,Montebello Unified,625470,6037,,,808,,,,3,,33,24.58
JOSEPH A. GREGORI HIGH,Modesto City High,625150,6099,5,156,1080,58,748,18,190,,87.45,25.79
JOSEPH ARNOLD ELEMENTARY,Torrance Unified,639420,6037,1,387,110,17,117,2,52,,27.43,25.01
JOSEPH AZEVADA ELEMENTARY,Fremont Unified,614400,6001,4,368,135,11,78,6,39,,26,24.65
JOSEPH GEORGE MIDDLE,Alum Rock Union Elementary,602310,6085,1,65,472,6,21,4,3,,29.5,19.39
JOSEPH H. WARDLAW ELEMENTARY,Vallejo City Unified,640740,6095,2,315,152,216,57,17,15,,28.35,27.3
JOSEPH KERR MIDDLE,Elk Grove Unified,612330,6067,5,120,259,57,385,6,94,,43.8,21.14
JOSEPH LE CONTE MIDDLE,Los Angeles Unified,622710,6037,3,52,742,51,90,2,4,,42,22.48
JOSEPH M. SIMAS,Hanford Elementary,616470,6031,5,29,278,24,143,,26,,21,24.05
JOSEPH POMEROY WIDNEY CAREER PREP AND TRANSITION CENTER,Los Angeles Unified,622710,6037,0,18,194,48,12,2,3,,25,11.08
JOSEPH R. PERRY ELEMENTARY,Huntington Beach City Elementary,618030,6059,,23,194,,164,4,36,,15,28.07
JOSEPH SIMS ELEMENTARY,Elk Grove Unified,612330,6067,4,252,153,89,226,7,98,,35,23.69
JOSEPH WELLER ELEMENTARY,Milpitas Unified,624500,6085,1,304,121,16,26,1,8,,21,22.71
JOSEPH WIDMER JR. ELEMENTARY,Manteca Unified,623610,6077,8,182,458,63,110,11,27,,31.1,27.62
JOSEPHINE CHRYSLER ELEMENTARY,Stanislaus Union Elementary,637950,6099,7,42,470,24,78,6,23,,24.3,26.75
JOSHUA CHADBOURNE ELEMENTARY,Fremont Unified,614400,6001,,687,19,1,27,,11,,30,24.83
JOSHUA CIRCLE ELEMENTARY,Hesperia Unified,600014,6071,2,1,569,15,28,,113,,30,24.27
JOSHUA COWELL ELEMENTARY,Manteca Unified,623610,6077,5,66,286,16,149,3,23,,22,24.91
JOSHUA ELEMENTARY,Lancaster Elementary,620880,6037,7,4,345,221,57,,13,,24,26.96
JOSHUA HILLS ELEMENTARY,Palmdale Elementary,629580,6037,5,2,587,111,25,6,8,,28.5,26.11
JOSHUA TREE ELEMENTARY,Morongo Unified,625860,6071,7,8,110,28,211,2,8,,15.56,24.04
JOURNEY,Capistrano Unified,607440,6059,,28,75,7,300,1,59,,18.8,25
JOYNER ELEMENTARY,San Diego Unified,634320,6073,,51,510,67,11,,15,,29,22.55
JUAN BAUTISTA DE ANZA,Borrego Springs Unified,605700,6025,,,15,2,36,1,5,,3,19.67
JUAN CABRILLO ELEMENTARY,Santa Monica-Malibu Unified,635700,6037,4,7,38,6,131,,8,,11,17.64
JUAN CABRILLO ELEMENTARY,Wiseburn Unified,601428,6037,1,24,252,24,94,3,58,,20.6,22.14
JUAN CABRILLO MIDDLE,Santa Clara Unified,635430,6085,7,277,449,17,147,16,39,,41.6,22.88
JUAN DE ANZA ELEMENTARY,Wiseburn Unified,601428,6037,,24,335,107,72,8,42,,23.8,24.71
JUAN LAGUNAS SORIA ELEMENTARY,Oxnard,629220,6111,,20,937,11,48,5,6,,39.69,25.88
JUANA BRIONES ELEMENTARY,Palo Alto Unified,629610,6085,,115,44,2,118,,40,,16.9,18.88
JUANAMARIA ELEMENTARY,Ventura Unified,640980,6111,,20,202,3,200,,15,,20,22
JUANITA BLAKELY JONES ELEMENTARY,San Bernardino City Unified,634170,6071,,7,296,50,8,4,51,,16,26
JUAREZ (BENITO) ELEMENTARY,ABC Unified,601620,6037,,52,222,45,17,2,5,,15,22.87
