School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2016-17,Agency ID - NCES Assigned [Public School] Latest available year,American Indian/Alaska Native Students [Public School] 2016-17,Asian or Asian/Pacific Islander Students [Public School] 2016-17,Hispanic Students [Public School] 2016-17,Black Students [Public School] 2016-17,White Students [Public School] 2016-17,Hawaiian Nat./Pacific Isl. Students [Public School] 2016-17,Two or More Races Students [Public School] 2016-17,Total Race/Ethnicity [Public School] 2016-17
SHORECLIFFS MIDDLE,California,Capistrano Unified,607440,3,19,225,4,595,3,40,†
SHORELINE MIDDLE,California,Live Oak Elementary,621990,5,19,362,20,138,3,6,†
SHORT AVENUE ELEMENTARY,California,Los Angeles Unified,622710,–,12,151,24,59,4,16,†
SHORT ELEMENTARY,California,San Rafael City Elementary,635090,2,4,202,3,2,2,–,†
SHOSHONE ELEMENTARY,California,Death Valley Unified,610680,0,0,0,0,6,0,3,†
SHOSHONE HIGH (CONTINUATION),California,Death Valley Unified,610680,0,0,1,0,0,0,0,†
SIATECH,California,Vista Unified,641190,10,18,676,238,103,9,56,†
SIATECH ACADEMY SOUTH,CALIFORNIA,Acton-Agua Dulce Unified,600001,1,2,104,10,–,–,4,†
SIERRA ACADEMY OF EXPEDITIONARY LEARNING,California,Nevada Joint Union High,626880,7,3,22,1,128,–,12,†
SIERRA ALTERNATIVE LEARNING ACADEMY,California,Lone Pine Unified,622440,0,0,0,0,0,0,0,†
SIERRA AVENUE ELEMENTARY,California,Thermalito Union Elementary,639180,17,120,72,8,223,4,33,†
SIERRA CHARTER,California,Fresno Unified,614550,5,11,262,16,98,2,15,†
SIERRA COUNTY SPECIAL EDUCATION,California,Sierra County Office of Education,691120,0,0,0,0,0,0,0,†
SIERRA DEL ORO,California,Oroville City Elementary,629100,†,†,†,†,†,†,†,†
SIERRA ELEMENTARY,California,Lancaster Elementary,620880,4,14,325,170,73,5,29,†
SIERRA ELEMENTARY,California,Placerville Union Elementary,630780,5,3,118,3,341,–,12,†
SIERRA ELEMENTARY,California,Rocklin Unified,600013,1,44,77,3,388,1,43,†
SIERRA EXPEDITIONARY LEARNING,California,Tahoe-Truckee Unified,638770,2,6,51,–,148,–,5,†
SIERRA FOOTHILL CHARTER,California,Mariposa County Unified,623940,–,3,21,–,107,–,5,†
SIERRA HIGH,California,Manteca Unified,623610,10,209,707,72,373,14,36,†
SIERRA HIGH,California,San Bernardino City Unified,634170,2,2,304,62,11,1,12,†
SIERRA HIGH,California,Sierra Unified,636805,57,7,58,4,305,–,4,†
SIERRA HIGH,California,Azusa Unified,603600,0,2,157,3,6,0,6,†
SIERRA HIGH,California,Fillmore Unified,613800,2,0,54,0,1,0,0,†
SIERRA HIGH (CONTINUATION),California,Mammoth Unified,623530,0,0,10,0,1,0,0,†
SIERRA HIGH (CONTINUATION),California,Tahoe-Truckee Unified,638770,3,–,33,–,14,–,–,†
SIERRA HILLS ELEMENTARY,California,Placer Hills Union Elementary,630720,3,1,21,2,275,–,11,†
SIERRA HOME,California,Mariposa County Unified,623940,1,0,7,0,22,0,2,†
SIERRA HOUSE ELEMENTARY,California,Lake Tahoe Unified,620640,–,36,204,5,234,–,21,†
SIERRA JUNIOR HIGH,California,Sierra Unified,636805,33,3,24,–,124,–,1,†
SIERRA LAKES ELEMENTARY,California,Fontana Unified,613920,–,83,373,89,81,2,39,†
SIERRA LINDA ELEMENTARY,California,Oxnard,629220,1,5,665,13,44,1,4,†
SIERRA MADRE ELEMENTARY,California,Pasadena Unified,629940,–,61,157,34,377,–,14,†
SIERRA MADRE HIGH (CONTINUATION),California,Cuyama Joint Unified,600009,0,0,0,0,0,0,0,†
SIERRA MADRE MIDDLE,California,Pasadena Unified,629940,4,42,117,38,261,1,20,†
SIERRA MIDDLE,California,Lincoln Unified,621690,2,85,272,75,208,4,19,†
SIERRA MIDDLE,California,Riverside Unified,633150,5,11,653,38,76,7,18,†
SIERRA MIDDLE,California,Bakersfield City,603630,1,9,824,47,37,1,5,†
SIERRA MONTESSORI ACADEMY,California,Nevada County Office of Education,691023,5,–,20,–,103,–,12,†
SIERRA OAKS K-8,California,San Juan Unified,634620,3,64,157,64,386,5,50,†
SIERRA PACIFIC HIGH,California,Hanford Joint Union High,616500,6,54,508,34,227,–,11,†
SIERRA PARK ELEMENTARY,California,Los Angeles Unified,622710,–,7,379,2,9,–,2,†
SIERRA PASS (CONTINUATION),California,Sierra-Plumas Joint Unified,636780,0,0,0,0,2,0,0,†
SIERRA PREPARATORY ACADEMY,California,Santa Ana Unified,635310,2,15,892,2,4,–,3,†
SIERRA PRIMARY,California,Fort Sage Unified,600011,2,–,5,3,42,–,5,†
SIERRA RIDGE MIDDLE,California,Pollock Pines Elementary,631290,3,8,49,4,246,1,7,†
SIERRA VIEW ELEMENTARY,California,Twin Rivers Unified,601332,4,25,195,48,87,8,22,†
SIERRA VIEW ELEMENTARY,California,Chico Unified,608370,7,30,85,10,435,–,33,†
SIERRA VIEW ELEMENTARY,California,Golden Valley Unified,600068,5,10,149,3,231,–,10,†
SIERRA VIEW ELEMENTARY,California,Oakdale Joint Unified,600062,6,6,290,6,339,2,24,†
SIERRA VISTA,California,Placer County Office of Education,691025,1,0,2,0,11,0,2,†
SIERRA VISTA CHARTER HIGH,California,Tulare Joint Union High,639930,–,–,106,4,23,1,4,†
SIERRA VISTA EDUCATION CENTER,California,Sierra Sands Unified,636800,†,†,†,†,†,†,†,†
SIERRA VISTA ELEMENTARY,California,Arvin Union,603270,3,1,811,3,26,–,–,†
SIERRA VISTA ELEMENTARY,California,Clovis Unified,609030,4,74,291,22,102,–,22,†
SIERRA VISTA ELEMENTARY,California,Madera Unified,623340,3,8,815,7,6,–,–,†
SIERRA VISTA ELEMENTARY,California,Upland Unified,600016,2,24,265,24,90,–,19,†
SIERRA VISTA ELEMENTARY,California,Corona-Norco Unified,609850,–,8,232,2,210,–,3,†
SIERRA VISTA ELEMENTARY,California,Val Verde Unified,691135,5,35,812,118,70,6,23,†
SIERRA VISTA ELEMENTARY,California,La Habra City Elementary,620190,1,19,438,2,45,–,14,†
SIERRA VISTA ELEMENTARY,California,Placentia-Yorba Linda Unified,630660,3,95,165,6,194,–,18,†
SIERRA VISTA ELEMENTARY,California,Los Angeles Unified,622710,–,7,252,3,10,1,2,†
SIERRA VISTA HIGH,California,Baldwin Park Unified,603690,–,207,1731,10,10,1,–,†
SIERRA VISTA HIGH (ALTERNATIVE),California,Whittier Union High,642480,1,5,274,2,29,–,2,†
SIERRA VISTA HIGH (CONTINUATION),California,Dinuba Unified,600065,0,0,59,0,2,0,0,†
SIERRA VISTA JUNIOR HIGH,California,William S. Hart Union High,642510,1,66,558,51,386,1,29,†
SIERRA VISTA JUNIOR HIGH,California,Baldwin Park Unified,603690,–,68,699,7,5,–,–,†
SIERRA VISTA K-8,CALIFORNIA,Vacaville Unified,640590,5,10,93,24,165,6,64,†
SIERRA VISTA MIDDLE,California,Covina-Valley Unified,610050,3,85,560,33,114,3,20,†
SIERRA VISTA MIDDLE,California,Hacienda la Puente Unified,616325,–,10,292,1,4,2,1,†
SIERRA VISTA MIDDLE,California,Irvine Unified,684500,1,452,75,25,235,2,46,†
SIERRA-ENTERPRISE ELEMENTARY,California,Elk Grove Unified,612330,8,98,160,45,82,–,31,†
SIERRAMONT MIDDLE,California,Berryessa Union Elementary,604800,–,770,155,17,45,4,42,†
SIGNAL HILL ELEMENTARY,California,Long Beach Unified,622500,–,181,385,107,15,8,35,†
SILAS BARTSCH,California,Kings Canyon Joint Unified,619700,2,16,637,–,28,2,5,†
SILICON VALLEY CAREER TECHNICAL EDUCATION,California,Metro Education,600135,0,0,0,0,0,0,0,†
SILVA VALLEY ELEMENTARY,California,Buckeye Union Elementary,606270,3,36,72,7,386,–,41,†
SILVER CREEK HIGH,California,East Side Union High,611820,6,1428,862,56,106,21,19,†
SILVER FORK ELEMENTARY,California,Silver Fork Elementary,636810,0,0,1,0,10,0,0,†
SILVER GATE ELEMENTARY,California,San Diego Unified,634320,–,22,103,3,363,–,53,†
SILVER OAK ELEMENTARY,California,Evergreen Elementary,613140,3,368,27,2,158,1,69,†
SILVER OAK HIGH PUBLIC MONTESSORI CHARTER,California,Hayward Unified,616740,2,17,104,12,42,–,11,†
SILVER SPRINGS HIGH (CONTINUATION),California,Nevada Joint Union High,626880,3,0,15,1,118,0,4,†
SILVER SPUR ELEMENTARY,California,Palos Verdes Peninsula Unified,629700,–,123,46,4,329,2,37,†
SILVER STRAND ELEMENTARY,California,Coronado Unified,609870,1,11,78,3,191,2,49,†
SILVER VALLEY ACADEMY,California,Silver Valley Unified,636820,0,1,7,1,24,2,3,†
SILVER VALLEY COMMUNITY DAY,California,Silver Valley Unified,636820,0,0,1,1,3,0,0,†
SILVER VALLEY HIGH,California,Silver Valley Unified,636820,3,18,140,65,136,10,25,†
SILVER WING ELEMENTARY,California,Chula Vista Elementary,608610,1,28,370,10,23,3,3,†
SILVERADO HIGH,California,Victor Valley Union High,636972,12,61,1373,567,213,18,89,†
SILVERADO HIGH,California,Saddleback Valley Unified,633860,0,4,118,7,59,0,13,†
SILVERADO MIDDLE,California,Napa Valley Unified,626640,–,14,500,8,270,1,29,†
SILVERADO MIDDLE,California,Dry Creek Joint Elementary,611490,12,83,198,28,673,2,75,†
SILVERWOOD ELEMENTARY,California,Mt. Diablo Unified,626370,1,83,166,18,150,4,91,†
SIMI VALLEY HIGH,California,Simi Valley Unified,636840,5,207,664,21,1248,1,86,†
SIMON RODIA CONTINUATION,California,Los Angeles Unified,622710,–,–,99,5,–,–,–,†
SIMONDS ELEMENTARY,California,San Jose Unified,634590,1,280,67,8,294,–,66,†
SIMONS MIDDLE,California,Pomona Unified,631320,–,17,745,14,5,1,2,†
SINALOA MIDDLE,California,Simi Valley Unified,636840,1,95,300,14,469,1,39,†
SINALOA MIDDLE,California,Novato Unified,627720,4,42,230,5,463,1,60,†
SINCLEAR ELEMENTARY,California,Ceres Unified,608130,1,38,593,8,56,2,5,†
SING LUM ELEMENTARY,California,Panama-Buena Vista Union,606390,2,32,402,45,231,5,17,†
SINSHEIMER ELEMENTARY,California,San Luis Coastal Unified,634800,–,12,108,5,252,–,25,†
SIR FRANCIS DRAKE HIGH,California,Tamalpais Union High,638790,4,44,130,16,889,4,55,†
SISK ELEMENTARY,California,Salida Union Elementary,633900,–,24,221,4,82,2,35,†
SISKIYOU COUNTY ROP,California,Siskiyou ROP,600127,0,0,0,0,0,0,0,†
SISKIYOU COUNTY SPECIAL EDUCATION,California,Siskiyou County Office of Education,691038,10,4,20,1,54,–,13,†
SISSON,California,Mt. Shasta Union Elementary,626040,6,7,44,8,235,2,11,†
SITTING BULL ACADEMY,California,Apple Valley Unified,600017,2,72,642,129,643,10,15,†
SIX RIVERS CHARTER HIGH,California,Northern Humboldt Union High,603030,4,4,2,1,73,–,8,†
SIXTH AVENUE ELEMENTARY,California,Los Angeles Unified,622710,4,5,464,111,10,1,4,†
SIXTH GRADE CHARTER ACADEMY AT PETALUMA JR. HIGH,California,Petaluma City Elementary,630230,1,–,10,1,37,–,2,†
SIXTH STREET PREP,California,Victor Elementary,641040,3,11,180,14,27,–,1,†
SIXTY-FIRST STREET ELEMENTARY,California,Los Angeles Unified,622710,–,–,491,72,14,–,3,†
SIXTY-SIXTH STREET ELEMENTARY,California,Los Angeles Unified,622710,–,3,797,74,10,1,3,†
SKY COUNTRY ELEMENTARY,California,Jurupa Unified,619260,2,25,658,14,135,–,22,†
SKY MOUNTAIN CHARTER,California,Lucerne Valley Unified,600015,8,118,511,71,925,2,275,†
SKY VIEW ELEMENTARY,California,Perris Elementary,630180,–,12,468,83,19,3,–,†
SKYBLUE MESA ELEMENTARY,California,Saugus Union,635970,2,55,241,13,195,2,6,†
SKYCREST ELEMENTARY,California,San Juan Unified,634620,2,13,173,31,258,–,33,†
SKYLINE ELEMENTARY,California,Solana Beach Elementary,636990,2,26,119,–,339,–,30,†
SKYLINE ELEMENTARY,California,South San Francisco Unified,637530,–,259,81,10,22,15,37,†
SKYLINE HIGH,California,Oakland Unified,628050,18,289,741,576,113,34,72,†
SKYLINE NORTH ELEMENTARY,California,Barstow Unified,604020,7,2,212,18,139,9,32,†
SKYRIDGE ELEMENTARY,California,Auburn Union Elementary,603480,6,13,89,5,330,–,16,†
SLATER ELEMENTARY,California,Fresno Unified,614550,4,44,419,120,54,5,18,†
SLATER SPECIAL EDUCATION PRESCHOOL,California,Mountain View Whisman,626280,†,†,†,†,†,†,†,†
SLAUSON INTERMEDIATE,California,Azusa Unified,603600,1,7,704,11,17,–,5,†
SLEEPY HOLLOW ELEMENTARY,California,Orinda Union Elementary,628860,1,69,19,–,270,–,24,†
SLOAT (COMMODORE) ELEMENTARY,California,San Francisco Unified,634410,–,167,43,11,113,2,58,†
SLOVER MOUNTAIN HIGH (CONTINUATION),California,Colton Joint Unified,609390,2,0,213,13,14,0,0,†
SLVUSD CHARTER,California,San Lorenzo Valley Unified,634740,4,1,13,3,246,–,24,†
SLVUSD HOME AND HOSPITAL,California,San Lorenzo Valley Unified,634740,0,0,0,0,0,0,0,†
SMILEY ELEMENTARY,California,Redlands Unified,632070,4,62,261,30,239,–,41,†
SMITH CAMP,California,Los Angeles County Office of Education,691078,0,0,9,25,1,2,0,†
SMITH RIVER ELEMENTARY,California,Del Norte County Unified,610770,34,–,117,1,88,–,4,†
SMYTHE ACADEMY OF ARTS AND SCIENCES,California,Twin Rivers Unified,601332,7,56,774,111,75,29,68,†
SMYTHE ELEMENTARY,California,San Ysidro Elementary,635220,–,5,639,6,3,–,–,†
SNELLING-MERCED FALLS ELEMENTARY,California,Snelling-Merced Falls Union Elementary,636960,1,–,34,1,38,–,2,†
SNOW ELEMENTARY,California,Napa Valley Unified,626640,1,6,358,4,62,1,6,†
SNOWLINE ACADEMY,California,Snowline Joint Unified,636970,1,–,8,4,28,–,7,†
SOAR CHARTER ACADEMY,California,San Bernardino City Unified,634170,6,9,284,66,71,4,19,†
SOAR HIGH (STUDENTS ON ACADEMIC RISE),California,Antelope Valley Union High,602820,–,28,228,59,66,2,23,†
SOC JUST LEADERSHIP ACAD AT ESTEBAN E. TORRES HIGH #5,California,Los Angeles Unified,622710,–,–,350,–,3,1,–,†
SOL AUREUS COLLEGE PREPARATORY,California,Sacramento City Unified,633840,3,44,97,132,28,3,23,†
SOLANA HIGHLANDS ELEMENTARY,California,Solana Beach Elementary,636990,–,91,23,–,168,–,37,†
SOLANA PACIFIC ELEMENTARY,California,Solana Beach Elementary,636990,–,191,50,5,280,–,45,†
SOLANA RANCH ELEMENTARY,CALIFORNIA,Solana Beach Elementary,636990,–,289,44,2,187,–,28,†
SOLANA SANTA FE ELEMENTARY,California,Solana Beach Elementary,636990,–,23,49,2,235,–,21,†
SOLANA VISTA ELEMENTARY,California,Solana Beach Elementary,636990,–,14,108,–,256,–,27,†
SOLANO AVENUE ELEMENTARY,California,Los Angeles Unified,622710,–,97,114,6,12,–,12,†
SOLANO CO JUVE DETENTION FACILITY - EVERGREEN ACAD,California,Solano County Office of Education,691122,0,0,12,24,10,0,3,†
SOLANO COUNTY COMMUNITY,California,Solano County Office of Education,691122,1,1,18,14,6,1,4,†
SOLANO COUNTY SPECIAL EDUCATION,California,Solano County Office of Education,691122,3,37,104,38,118,4,34,†
SOLANO MIDDLE,California,Vallejo City Unified,640740,–,118,245,170,24,18,24,†
SOLDIER MOUNTAIN HIGH (CONTINUATION),California,Fall River Joint Unified,613470,4,0,4,0,7,0,0,†
SOLEADO ELEMENTARY,California,Palos Verdes Peninsula Unified,629700,–,246,63,9,115,1,42,†
SOLEDAD ENRICHMENT ACTION CHARTER HIGH,California,Los Angeles County Office of Education,691078,11,2,781,237,3,1,3,†
SOLEDAD HIGH,California,Soledad Unified,637050,4,20,1391,7,35,4,4,†
SOLEDAD PRESCHOOL CENTER,California,Soledad Unified,637050,†,†,†,†,†,†,†,†
SOLEDAD TRANSITION CENTER,California,Soledad Unified,637050,–,–,–,–,–,–,–,†
SOLORSANO MIDDLE,California,Gilroy Unified,615180,4,61,590,15,142,3,36,†
SOLVANG ELEMENTARY,California,Solvang Elementary,637110,4,7,313,6,245,–,16,†
SOMAVIA HIGH,California,Gonzales Unified,600046,0,0,28,0,2,0,0,†
SOMERSET CONTINUATION HIGH,California,Bellflower Unified,604440,0,2,148,27,20,3,5,†
SOMERSET MIDDLE,California,Sylvan Union Elementary,638670,4,43,423,55,377,8,51,†
SOMIS ELEMENTARY,California,Somis Union,637140,–,3,164,–,81,–,11,†
SONIA SOTOMAYOR ARTS AND SCIENCES ACADEMIES,California,Los Angeles Unified,622710,1,6,242,2,2,–,1,†
SONOMA CHARTER,California,Sonoma Valley Unified,637200,1,8,68,3,129,1,10,†
SONOMA COUNTY ALTERNATIVE EDUCATION PROGRAMS,California,Sonoma County Office of Education,691040,2,1,71,4,19,0,2,†
SONOMA COUNTY COURT,California,Sonoma County Office of Education,691040,6,1,23,5,10,0,1,†
SONOMA COUNTY ROP,California,Sonoma County ROP,600129,0,0,0,0,0,0,0,†
SONOMA COUNTY SPECIAL EDUCATION,California,Sonoma County Office of Education,691040,8,9,166,16,155,–,8,†
SONOMA ELEMENTARY,California,Modesto City Elementary,625130,3,18,266,11,183,2,64,†
SONOMA MOUNTAIN ELEMENTARY,California,Old Adobe Union,628320,–,24,76,4,315,1,23,†
SONOMA MOUNTAIN HIGH (CONTINUATION),California,Petaluma Joint Union High,630250,1,0,7,0,17,0,3,†
SONOMA VALLEY HIGH,California,Sonoma Valley Unified,637200,3,40,749,13,520,3,16,†
SONORA ELEMENTARY,California,Sonora Elementary,637230,6,34,116,3,531,2,36,†
SONORA ELEMENTARY,California,Newport-Mesa Unified,627240,1,30,376,1,64,11,23,†
SONORA HIGH,California,Fullerton Joint Union High,614760,2,167,1300,20,342,5,48,†
SONORA HIGH,California,Sonora Union High,637260,12,14,187,9,713,3,35,†
SOPHIA T. SALVIN SPECIAL EDUCATION CENTER,California,Los Angeles Unified,622710,–,5,80,13,1,–,1,†
SOQUEL ELEMENTARY,California,Soquel Union Elementary,637290,3,10,163,1,203,–,29,†
SOQUEL HIGH,California,Santa Cruz City High,635600,4,43,385,8,617,1,58,†
SOTO STREET ELEMENTARY,California,Los Angeles Unified,622710,–,–,192,1,3,–,1,†
SOULSBYVILLE ELEMENTARY,California,Soulsbyville Elementary,637320,5,1,82,2,371,–,33,†
SOUTH BAY ACADEMY COMMUNITY DAY,California,Centinela Valley Union High,607920,0,0,0,0,0,0,0,†
SOUTH BAY CHARTER,California,South Bay Union Elementary,637350,5,5,16,2,33,1,5,†
SOUTH BAY ELEMENTARY,California,South Bay Union Elementary,637350,18,9,47,–,96,–,12,†
SOUTH COAST CONTINUATION,California,Point Arena Joint Union High,631230,0,0,1,0,2,0,0,†
SOUTH COUNTY COMMUNITY DAY,California,Siskiyou Union High,636940,1,0,0,0,3,0,2,†
SOUTH COUNTY CONSORTIUM,CALIFORNIA,Petaluma City Elementary,630230,2,1,24,7,52,–,4,†
SOUTH EAST HIGH,California,Los Angeles Unified,622710,4,3,2063,36,13,1,1,†
SOUTH EL MONTE HIGH,California,El Monte Union High,612120,1,42,1295,5,5,2,5,†
SOUTH FORK ELEMENTARY,California,South Fork Union,637470,9,–,43,–,180,–,9,†
SOUTH FORK HIGH,California,Summerville Union High,638280,1,0,1,0,2,0,0,†
SOUTH FORK JUNIOR - SENIOR HIGH,California,Southern Humboldt Joint Unified,637590,5,4,31,3,129,–,6,†
SOUTH FORTUNA ELEMENTARY,California,Fortuna Elementary,601420,9,3,175,1,124,–,25,†
SOUTH GATE MIDDLE,California,Los Angeles Unified,622710,2,2,1969,7,14,2,–,†
SOUTH GATE SENIOR HIGH,California,Los Angeles Unified,622710,8,6,2759,38,15,1,5,†
SOUTH HIGH,California,Torrance Unified,639420,7,701,354,47,793,11,164,†
SOUTH HIGH,California,Kern High,619540,12,47,1653,185,95,3,33,†
SOUTH HILLS HIGH,California,Covina-Valley Unified,610050,2,190,1054,45,270,2,84,†
SOUTH HILLSBOROUGH,California,Hillsborough City Elementary,617190,2,52,9,3,147,1,23,†
SOUTH JUNIOR HIGH,California,Anaheim Union High,602630,3,58,1373,17,67,6,3,†
SOUTH LAKE MIDDLE,California,Irvine Unified,684500,4,257,101,34,304,2,45,†
SOUTH LINDHURST CONTINUATION HIGH,California,Marysville Joint Unified,624090,2,3,53,9,48,1,5,†
SOUTH OCEANSIDE ELEMENTARY,California,Oceanside Unified,628250,6,5,364,10,291,9,54,†
SOUTH PARK ELEMENTARY,California,Los Angeles Unified,622710,2,3,834,152,9,1,12,†
SOUTH PASADENA MIDDLE,California,South Pasadena Unified,637500,2,395,279,18,355,1,116,†
SOUTH PASADENA SENIOR HIGH,California,South Pasadena Unified,637500,6,590,367,33,409,2,79,†
SOUTH POINTE MIDDLE,California,Walnut Valley Unified,641280,2,548,225,19,54,3,27,†
SOUTH RANCHITO DUAL LANGUAGE ACADEMY,California,El Rancho Unified,612180,–,1,535,–,1,1,1,†
SOUTH SAN FRANCISCO HIGH,California,South San Francisco Unified,637530,2,389,779,21,67,37,71,†
SOUTH SHORES/CSUDH VISUAL AND PERFORMING ARTS,California,Los Angeles Unified,622710,1,21,211,31,172,7,30,†
SOUTH SUTTER CHARTER,California,Marcum-Illinois Union Elementary,623800,24,68,356,52,1427,17,306,†
SOUTH TAHOE HIGH,California,Lake Tahoe Unified,620640,6,68,394,9,529,2,21,†
SOUTH TAHOE MIDDLE,California,Lake Tahoe Unified,620640,2,45,397,4,419,1,21,†
SOUTH TAMARIND ELEMENTARY,California,Fontana Unified,613920,–,4,684,16,32,4,2,†
SOUTH VALLEY HIGH (CONTINUATION),California,Ukiah Unified,640300,31,1,57,3,46,0,3,†
SOUTH VALLEY MIDDLE,California,Gilroy Unified,615180,4,27,736,8,76,1,9,†
SOUTH/WEST PARK ELEMENTARY,California,Tracy Joint Unified,600047,1,80,642,36,62,3,10,†
SOUTHEAST MIDDLE,California,Los Angeles Unified,622710,–,–,1080,7,10,–,–,†
SOUTHEAST ROP,California,Southeast ROP,600104,0,0,0,0,0,0,0,†
SOUTHERN CALIFORNIA ROC,California,Southern California ROC,600107,0,0,0,0,0,0,0,†
SOUTHERN HUMBOLDT COMMUNITY,California,Humboldt County Office of Education,691009,0,0,4,0,12,0,2,†
SOUTHERN TRINITY HIGH,California,Southern Trinity Joint Unified,637630,1,–,1,–,21,–,1,†
SOUTHGATE ELEMENTARY,California,Hayward Unified,616740,4,192,320,66,35,42,40,†
SOUTHPORT ELEMENTARY,California,Washington Unified,641580,4,99,280,46,325,11,48,†
SOUTHRIDGE MIDDLE,California,Fontana Unified,613920,1,16,906,67,42,–,8,†
